t,active_cpu_fog,fog_capacity,pressure,worst_fog_pressure,predicted_pressure,prediction_uncertainty,lstm_fallback_used,dqn_fallback_used_tasks,scale_decision,offload_ratio,offload_reason,tasks_on_fog,tasks_on_cloud,tasks_placed_fog,tasks_placed_cloud,fog_nodes_used_tick,cloud_nodes_used_tick,scale_up_total,scale_down_total,energy_joules_cumul
160,241,595,0.4050420168067227,1.0,1.0431009640413171,0.21017211568495806,0,0,up,0.39937761331516874,demand/capacity=1.15,21,14,8,2,3,2,4,1,156500.38442865186
161,408,715,0.5706293706293706,1.0,1.0431009640413171,0.21017211568495806,0,0,up,0.39937761331516874,demand/capacity=1.15,18,13,7,3,5,2,4,1,157939.97065859838
162,335,715,0.46853146853146854,1.0,1.0431009640413171,0.21017211568495806,0,0,up,0.39937761331516874,demand/capacity=1.15,20,4,5,0,2,0,4,1,159264.29373065016
163,305,715,0.42657342657342656,0.76,1.0431009640413171,0.21017211568495806,0,0,up,0.39937761331516874,demand/capacity=1.15,15,8,5,6,4,2,4,1,160528.63952997467
164,349,715,0.4881118881118881,0.9583333333333334,1.0431009640413171,0.21017211568495806,0,0,up,0.39937761331516874,demand/capacity=1.15,13,9,3,3,2,2,4,1,161854.2941528286
165,353,715,0.4937062937062937,0.9583333333333334,1.0431009640413171,0.21017211568495806,0,0,up,0.39937761331516874,demand/capacity=1.15,11,12,1,6,1,2,4,1,163186.26456515622
166,268,715,0.3748251748251748,0.7636363636363637,1.0431009640413171,0.21017211568495806,0,0,up,0.39937761331516874,demand/capacity=1.15,7,11,4,2,3,2,4,1,164368.48223332397
167,250,715,0.34965034965034963,0.7636363636363637,1.0431009640413171,0.21017211568495806,0,0,up,0.39937761331516874,demand/capacity=1.15,12,10,8,2,6,2,4,1,165547.05787362793
168,301,715,0.42097902097902096,0.7636363636363637,1.0431009640413171,0.21017211568495806,0,0,up,0.39937761331516874,demand/capacity=1.15,15,10,4,6,3,2,4,1,166810.96633126936
169,326,715,0.45594405594405596,0.825,1.0431009640413171,0.21017211568495806,0,0,up,0.39937761331516874,demand/capacity=1.15,16,10,5,3,4,2,4,1,168147.01115254714
170,252,715,0.35244755244755244,0.825,1.0073126614844048,0.21402474135241248,0,0,none,0.0,low pressure,15,8,5,1,3,1,4,1,169365.0257880664
171,403,715,0.5636363636363636,0.9636363636363636,1.0073126614844048,0.21402474135241248,0,0,none,0.0,low pressure,19,8,11,1,6,1,4,1,170792.75777511962
172,407,715,0.5692307692307692,1.0,1.0073126614844048,0.21402474135241248,0,0,none,0.0,low pressure,21,2,6,0,4,0,4,1,172222.45028848862
173,412,715,0.5762237762237762,1.0,1.0073126614844048,0.21402474135241248,0,0,none,0.0,low pressure,19,2,3,2,2,2,4,1,173671.3018927667
174,284,715,0.3972027972027972,0.6947368421052632,1.0073126614844048,0.21402474135241248,0,0,none,0.0,low pressure,14,2,4,0,3,0,4,1,174928.54918378836
175,399,715,0.558041958041958,0.8375,1.0073126614844048,0.21402474135241248,0,0,none,0.0,low pressure,20,0,12,0,7,0,4,1,176384.179601745
176,388,715,0.5426573426573427,0.825,1.0073126614844048,0.21402474135241248,0,0,none,0.0,low pressure,19,0,4,0,3,0,4,1,177824.93501970166
177,483,715,0.6755244755244755,0.825,1.0073126614844048,0.21402474135241248,0,0,none,0.0,low pressure,26,1,10,1,5,1,4,1,179415.1074795947
178,369,715,0.5160839160839161,0.9473684210526315,1.0073126614844048,0.21402474135241248,0,0,none,0.0,low pressure,21,1,6,0,3,0,4,1,180800.7454967633
179,341,715,0.47692307692307695,0.9473684210526315,1.0073126614844048,0.21402474135241248,0,0,none,0.0,low pressure,20,1,7,1,4,1,4,1,182123.26586687306
180,311,715,0.43496503496503497,0.7578947368421053,1.0648247564339137,0.22539465374936912,0,0,none,0.18295872585637518,demand/capacity=1.04,22,3,9,2,6,2,4,1,183432.89125386995
181,309,715,0.43216783216783217,0.5684210526315789,1.0648247564339137,0.22539465374936912,0,0,none,0.18295872585637518,demand/capacity=1.04,22,2,6,0,3,0,4,1,184744.58088235292
182,378,715,0.5286713286713287,0.8833333333333333,1.0648247564339137,0.22539465374936912,0,0,none,0.18295872585637518,demand/capacity=1.04,24,2,7,0,4,0,4,1,186144.20626934982
183,384,715,0.5370629370629371,0.9090909090909091,1.0648247564339137,0.22539465374936912,0,0,none,0.18295872585637518,demand/capacity=1.04,23,0,10,0,4,0,4,1,187535.93484379395
184,363,715,0.5076923076923077,0.9090909090909091,1.0648247564339137,0.22539465374936912,0,0,none,0.18295872585637518,demand/capacity=1.04,23,0,6,0,3,0,4,1,188896.68973402755
185,350,715,0.48951048951048953,0.8583333333333333,1.0648247564339137,0.22539465374936912,0,0,none,0.18295872585637518,demand/capacity=1.04,22,2,5,2,4,2,4,1,190231.0007739938
186,373,715,0.5216783216783217,0.8583333333333333,1.0648247564339137,0.22539465374936912,0,0,none,0.18295872585637518,demand/capacity=1.04,21,5,9,3,5,2,4,1,191608.62872924286
187,377,715,0.5272727272727272,0.8583333333333333,1.0648247564339137,0.22539465374936912,0,0,none,0.18295872585637518,demand/capacity=1.04,23,5,10,0,5,0,4,1,192997.7297354348
188,462,715,0.6461538461538462,0.8333333333333334,1.0648247564339137,0.22539465374936912,0,0,none,0.18295872585637518,demand/capacity=1.04,30,6,10,3,4,2,4,1,194553.90736701377
189,301,715,0.42097902097902096,0.7363636363636363,1.0648247564339137,0.22539465374936912,0,0,none,0.18295872585637518,demand/capacity=1.04,24,3,6,0,5,0,4,1,195847.04883197296
190,249,715,0.34825174825174826,0.7363636363636363,1.0066106296752717,0.2190843153268001,0,0,none,0.0,low pressure,23,5,8,3,4,2,4,1,197043.3582535885
191,303,715,0.42377622377622376,0.7363636363636363,1.0066106296752717,0.2190843153268001,0,0,none,0.0,low pressure,20,5,7,2,5,2,4,1,198334.11194764986
192,278,715,0.3888111888111888,0.5333333333333333,1.0066106296752717,0.2190843153268001,0,0,none,0.0,low pressure,19,2,3,0,2,0,4,1,199586.17245989305
193,266,715,0.37202797202797205,0.9052631578947369,1.0066106296752717,0.2190843153268001,0,0,none,0.0,low pressure,12,1,5,0,4,0,4,1,200819.6718266254
194,317,715,0.4433566433566434,0.9052631578947369,1.0066106296752717,0.2190843153268001,0,0,none,0.0,low pressure,15,0,7,0,4,0,4,1,202119.96999014917
195,327,715,0.45734265734265733,0.9052631578947369,1.0066106296752717,0.2190843153268001,0,0,none,0.0,low pressure,15,0,3,0,3,0,4,1,203432.4726991275
196,358,715,0.5006993006993007,0.98,1.0066106296752717,0.2190843153268001,0,0,none,0.0,low pressure,22,1,12,1,6,1,4,1,204788.50636785815
197,399,715,0.558041958041958,0.98,1.0066106296752717,0.2190843153268001,0,0,none,0.0,low pressure,21,2,5,1,3,1,4,1,206249.77533070644
198,485,715,0.6783216783216783,0.98,1.0066106296752717,0.2190843153268001,0,0,none,0.0,low pressure,26,5,8,3,4,2,4,1,207836.77842668167
199,358,715,0.5006993006993007,0.8933333333333333,1.0066106296752717,0.2190843153268001,0,0,none,0.0,low pressure,19,5,4,1,2,1,4,1,209217.50520686744
