t,active_cpu_fog,fog_capacity,pressure,predicted_pressure,prediction_uncertainty,tasks_placed_fog,tasks_placed_cloud,scale_decision,scale_up_total,scale_down_total,energy_joules_cumul,offload_ratio,fog_f0_p,fog_f0_load,fog_f0_power,fog_f1_p,fog_f1_load,fog_f1_power,fog_f2_p,fog_f2_load,fog_f2_power,fog_f3_p,fog_f3_load,fog_f3_power,fog_f4_p,fog_f4_load,fog_f4_power,cloud_c0_load,cloud_c1_load
31,48.66666666666667,110.0,0.44242424242424244,0.31839520909090907,0.1,1,1,none,0,2,5047.020202020202,0.5,0.6696969696969698,73.66666666666667,130.45454545454547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
32,48.66666666666667,110.0,0.44242424242424244,0.31839520909090907,0.1,0,0,none,0,2,5143.383838383838,0.0,0.44242424242424244,48.66666666666667,96.36363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
33,0.0,110.0,0.0,0.31839520909090907,0.1,3,0,none,0,2,5319.747474747474,0.0,0.9757575757575757,107.33333333333333,176.36363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,107.33333333333333,110.0,0.9757575757575757,0.31839520909090907,0.1,0,1,none,0,2,5496.11111111111,1.0,0.9757575757575757,107.33333333333333,176.36363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
35,82.33333333333333,110.0,0.7484848484848484,0.44742210090909085,0.1,2,3,none,0,2,5674.292929292928,0.6,0.9878787878787878,108.66666666666666,178.18181818181816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.66666666666667,0.0
36,27.666666666666657,110.0,0.2515151515151514,0.44742210090909085,0.1,5,1,none,0,2,5812.020202020201,0.16666666666666666,0.7181818181818181,79.0,137.72727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.66666666666669,0.0
37,52.66666666666667,110.0,0.4787878787878788,0.44742210090909085,0.1,2,0,none,0,2,5925.656565656565,0.0,0.5575757575757576,61.333333333333336,113.63636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.66666666666669,0.0
38,61.333333333333336,110.0,0.5575757575757576,0.44742210090909085,0.1,1,0,none,0,2,6047.020202020201,0.0,0.6090909090909091,67.0,121.36363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.00000000000001,0.0
39,15.666666666666664,110.0,0.1424242424242424,0.44742210090909085,0.1,2,0,none,0,2,6130.656565656565,0.0,0.35757575757575755,39.33333333333333,83.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0
40,29.33333333333333,110.0,0.2666666666666666,0.3931954706363635,0.1,3,1,none,0,2,6303.838383838383,0.25,0.9545454545454546,105.0,173.1818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.000000000000014,0.0
41,99.33333333333333,110.0,0.903030303030303,0.3931954706363635,0.1,0,4,none,0,2,6469.292929292928,1.0,0.903030303030303,99.33333333333333,165.45454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.33333333333334,0.0
42,50.66666666666666,110.0,0.4606060606060605,0.3931954706363635,0.1,4,0,none,0,2,6594.7474747474735,0.0,0.6363636363636364,70.0,125.45454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.33333333333334,0.0
43,19.333333333333336,110.0,0.17575757575757578,0.3931954706363635,0.1,2,0,none,0,2,6670.2020202020185,0.0,0.30303030303030304,33.333333333333336,75.45454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.33333333333334,0.0
44,33.333333333333336,110.0,0.30303030303030304,0.3931954706363635,0.1,2,0,none,0,2,6768.3838383838365,0.0,0.45454545454545453,50.0,98.18181818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0
45,33.33333333333333,110.0,0.303030303030303,0.4368390792575488,0.3096094503345482,1,0,none,0,2,6913.838383838382,0.0,0.7696969696969697,84.66666666666666,145.45454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0
46,68.0,110.0,0.6181818181818182,0.4368390792575488,0.3096094503345482,1,2,none,0,2,7061.111111111109,0.6666666666666666,0.7818181818181819,86.0,147.27272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.33333333333334,0.0
47,69.33333333333333,110.0,0.6303030303030303,0.4368390792575488,0.3096094503345482,3,0,none,0,2,7217.474747474745,0.0,0.8424242424242423,92.66666666666666,156.36363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.33333333333334,0.0
48,41.33333333333332,110.0,0.3757575757575756,0.4368390792575488,0.3096094503345482,2,0,none,0,2,7352.92929292929,0.0,0.7030303030303029,77.33333333333331,135.45454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.33333333333334,0.0
49,59.333333333333314,110.0,0.5393939393939392,0.4368390792575488,0.3096094503345482,1,0,none,0,2,7497.92929292929,0.0,0.7666666666666665,84.33333333333331,144.99999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0
50,62.333333333333314,110.0,0.5666666666666665,0.44427860294386945,0.29666438666345557,3,3,none,0,2,7660.202020202017,0.5,0.8818181818181817,96.99999999999999,162.27272727272725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0
51,34.66666666666666,110.0,0.31515151515151507,0.44427860294386945,0.29666438666345557,4,1,none,0,2,7836.565656565653,0.2,0.9757575757575756,107.33333333333331,176.36363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0
52,107.33333333333331,110.0,0.9757575757575756,0.44427860294386945,0.29666438666345557,0,0,none,0,2,8012.929292929289,0.0,0.9757575757575756,107.33333333333331,176.36363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0
53,72.66666666666664,110.0,0.6606060606060604,0.44427860294386945,0.29666438666345557,0,0,none,0,2,8142.020202020198,0.0,0.6606060606060604,72.66666666666664,129.09090909090907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0
54,0.0,110.0,0.0,0.44427860294386945,0.29666438666345557,3,0,none,0,2,8311.111111111108,0.0,0.9272727272727272,102.0,169.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,102.0,110.0,0.9272727272727272,0.4793011780047552,0.317252521852949,0,4,none,0,2,8480.202020202018,1.0,0.9272727272727272,102.0,169.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0
56,77.0,110.0,0.7,0.4793011780047552,0.317252521852949,1,3,none,0,2,8639.747474747472,0.75,0.8636363636363636,95.0,159.54545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.33333333333337,0.0
57,18.0,110.0,0.16363636363636364,0.4793011780047552,0.317252521852949,3,2,none,0,2,8747.474747474744,0.4,0.5181818181818182,57.0,107.72727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.33333333333337,0.0
58,57.0,110.0,0.5181818181818182,0.4793011780047552,0.317252521852949,1,1,none,0,2,8862.92929292929,0.5,0.5696969696969697,62.666666666666664,115.45454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.66666666666674,0.0
59,19.666666666666664,110.0,0.17878787878787877,0.4793011780047552,0.317252521852949,3,0,none,0,2,9032.474747474744,0.0,0.9303030303030303,102.33333333333333,169.54545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0000000000001,0.0
60,88.33333333333333,110.0,0.803030303030303,0.5048304278226475,0.3208857416613237,3,4,none,0,2,9196.565656565654,0.5714285714285714,0.8939393939393939,98.33333333333333,164.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0000000000001,0.0
61,67.66666666666666,110.0,0.6151515151515151,0.5048304278226475,0.3208857416613237,6,2,none,0,2,9360.656565656564,0.25,0.8939393939393938,98.33333333333331,164.09090909090907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.6666666666668,0.0
62,40.66666666666665,110.0,0.3696969696969695,0.5048304278226475,0.3208857416613237,6,5,none,0,2,9537.929292929291,0.45454545454545453,0.9818181818181817,107.99999999999999,177.27272727272725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.6666666666668,0.0
63,99.33333333333331,110.0,0.9030303030303028,0.5048304278226475,0.3208857416613237,0,11,none,0,2,9703.383838383837,1.0,0.9030303030303028,99.33333333333331,165.45454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.3333333333335,0.0
64,71.33333333333331,110.0,0.6484848484848483,0.5048304278226475,0.3208857416613237,4,4,none,0,2,9862.929292929291,0.5,0.8636363636363634,94.99999999999997,159.5454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.66666666666686,0.0
65,24.99999999999997,110.0,0.22727272727272702,0.48982218263872546,0.31606929325089345,6,2,none,0,2,10007.020202020201,0.25,0.7606060606060604,83.66666666666664,144.09090909090907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.66666666666686,0.0
66,82.33333333333331,110.0,0.7484848484848483,0.48982218263872546,0.31606929325089345,3,10,none,0,2,10179.747474747473,0.7692307692307693,0.9515151515151513,104.66666666666664,172.7272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.3333333333336,0.0
67,58.66666666666664,110.0,0.5333333333333331,0.48982218263872546,0.31606929325089345,5,4,none,0,2,10342.929292929291,0.4444444444444444,0.8878787878787877,97.66666666666664,163.18181818181816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.666666666667,0.0
68,61.33333333333331,110.0,0.5575757575757574,0.48982218263872546,0.31606929325089345,7,5,none,0,2,10519.292929292928,0.4166666666666667,0.9757575757575756,107.33333333333331,176.36363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.3333333333336,0.0
69,86.33333333333331,110.0,0.7848484848484847,0.48982218263872546,0.31606929325089345,2,9,none,0,2,10699.292929292928,0.8181818181818182,0.9999999999999999,109.99999999999999,179.99999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.3333333333336,0.0
70,70.99999999999999,110.0,0.6454545454545453,0.49791323102689394,0.3069462408661452,4,6,none,0,2,10878.383838383837,0.6,0.9939393939393938,109.33333333333331,179.09090909090907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0000000000002,0.0
